muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
330,13.2,-1211404,2878.6871221774018,55,-,-,-,-,-
331,13.24,-1212728,2547.6968845219762,55,-,-,-,-,-
332,13.28,-1213546,1206.2113788720712,55,-,-,-,-,-
333,13.32,-1214737,-627.5707025844532,55,-,-,-,-,-
334,13.36,-1214637,-2008.1809020712572,55,-,-,-,-,-
335,13.4,-1213853,-2347.027771257294,55,-,-,-,-,-
336,13.44,-1208353,-2097.343563021568,55,-,-,-,-,-
337,13.48,-1194231,-2064.889839454325,55,-,-,-,-,-
338,13.52,-1190287,-1918.5553480724157,55,-,-,-,-,-
339,13.56,-1191972,-1579.2775327530844,55,-,-,-,-,-
340,13.6,-1196050,-917.3054147599689,55,-,-,-,-,-
341,13.64,-1199905,-87.38594775781712,55,-,-,-,-,-
342,13.68,-1201893,641.0066114718511,55,-,-,-,-,-
343,13.72,-1201172,1162.2103509937415,55,-,-,-,-,-
344,13.76,-1202965,1749.1040875274111,55,-,-,-,-,-
345,13.8,-1205307,2408.320821632049,55,-,-,-,-,-
346,13.84,-1209699,2951.8379343848237,55,-,-,-,-,-
347,13.88,-1210454,2689.5885698139746,55,-,-,-,-,-
348,13.92,-1211587,1463.1581235397011,55,-,-,-,-,-
349,13.96,-1213573,-276.11335593183253,55,-,-,-,-,-
350,14.0,-1214087,-1671.554753562731,55,-,-,-,-,-
351,14.04,-1214556,-2083.7918252097716,55,-,-,-,-,-
352,14.08,-1214245,-1746.2387156894447,55,-,-,-,-,-
353,14.12,-1209439,-1420.028589945805,55,-,-,-,-,-
354,14.16,-1196048,-1643.5950465048882,55,-,-,-,-,-
355,14.2,-1190082,-1803.1436035272836,55,-,-,-,-,-
356,14.24,-1190434,-1591.5976686414842,55,-,-,-,-,-
357,14.28,-1194883,-919.3549584706088,55,-,-,-,-,-
358,14.32,-1200081,-50.25114555542132,55,-,-,-,-,-
359,14.36,-1201467,628.6277366617451,55,-,-,-,-,-
360,14.4,-1201128,1126.214367873492,55,-,-,-,-,-
361,14.44,-1203678,1717.6567872745009,55,-,-,-,-,-
362,14.48,-1207413,2430.1512423814575,55,-,-,-,-,-
363,14.52,-1209936,2976.9142193335383,55,-,-,-,-,-
364,14.56,-1212080,2881.63943795641,55,-,-,-,-,-
365,14.6,-1213616,1769.9257119626131,55,-,-,-,-,-
366,14.64,-1213661,-70.13979288571863,55,-,-,-,-,-
367,14.68,-1215177,-1623.5336091100926,55,-,-,-,-,-
368,14.72,-1214922,-2264.735923696768,55,-,-,-,-,-
369,14.76,-1210112,-2157.3269714645166,55,-,-,-,-,-
370,14.8,-1195876,-2091.1519036883474,55,-,-,-,-,-
371,14.84,-1189382,-1983.5441049848487,55,-,-,-,-,-
372,14.88,-1190428,-1772.6888362936188,55,-,-,-,-,-
373,14.92,-1195125,-1259.1341323587885,55,-,-,-,-,-
374,14.96,-1201066,-408.8629191065893,55,-,-,-,-,-
375,15.0,-1202125,390.30705150120866,57,56.75,-,-,-,-
376,15.04,-1201232,1026.7398137486234,57,-,-,-,-,-
377,15.08,-1202904,1662.2392357191575,57,-,-,-,-,-
378,15.12,-1204391,2332.4137660705846,57,-,-,-,-,-
379,15.16,-1207561,2963.586441274535,57,-,-,-,-,-
